userId,movieId,rating
3005,929,3
2769,509,4
8674,385,4
3470,136,5
1171,483,1
2194,785,4
9667,934,4
6218,579,3
2018,279,1
3952,528,3
3202,276,3
147,686,3
2681,533,4
1600,81,5
1111,480,2
9249,494,4
659,992,5
7099,621,2
3540,61,5
4789,307,5
4111,127,4
1246,501,2
6061,809,5
5154,147,2
2614,28,5
177,353,3
3843,204,3
4875,948,3
7907,25,2
5446,763,2
6263,283,2
841,706,5
2028,887,3
8865,151,5
8295,773,1
154,137,4
8837,761,3
3139,955,1
3202,432,2
240,954,3
9224,628,1
6005,974,3
2904,765,2
6262,631,1
9994,834,5
8550,843,1
9077,217,2
2231,20,4
702,264,4
5003,953,4
5211,803,3
7219,465,4
2942,531,3
7969,923,4
1333,791,3
7355,763,5
3785,172,1
4240,689,2
3940,420,3
1335,574,3
4117,108,1
6053,326,5
4499,790,3
1263,70,3
775,71,3
2835,322,5
6946,6,4
4998,620,3
2079,527,1
2761,575,3
6400,460,3
2276,570,4
8457,301,5
8822,310,2
4461,634,4
3748,446,2
2835,835,5
6497,714,5
2483,546,4
104,115,5
8319,826,2
6831,673,3
197,171,1
2594,533,4
7689,558,3
5784,501,2
4230,931,4
4215,401,5
4240,20,3
3108,160,3
3656,139,3
2616,482,4
4886,693,4
1307,987,3
833,314,2
3914,181,1
3912,158,5
7352,438,1
1822,94,4
9495,441,4
8683,949,2
2670,145,1
6756,989,3
9027,15,3
367,938,4
8509,802,3
7303,548,3
8651,529,1
8334,339,3
3249,7,1
1902,825,2
7627,320,2
4335,13,1
3591,806,1
6053,85,2
5764,644,1
2531,443,5
4242,757,2
5833,398,1
2812,287,4
9777,660,5
679,172,4
1271,544,5
6023,185,3
5578,701,3
4482,938,2
304,286,1
1199,261,4
4234,504,2
5613,871,4
3387,576,3
1863,45,4
9582,514,1
9881,70,5
78,704,5
184,88,1
3018,396,2
5094,315,3
7256,601,1
3102,593,3
8878,597,5
8982,742,4
9140,22,1
2500,578,2
8435,667,3
8645,115,1
8092,748,3
5851,768,1
7899,837,1
1316,893,5
709,446,3
6014,257,2
8127,220,4
8384,601,2
3034,40,1
4072,411,4
5443,621,1
7588,37,1
6492,823,3
9254,29,4
3557,972,3
4707,766,2
9366,360,4
1647,353,3
9115,357,2
8244,750,5
1864,953,4
9721,827,1
1053,813,3
5815,98,3
1321,881,4
4870,622,3
5302,131,2
9859,907,5
2752,479,2
7624,140,5
7684,431,1
5042,284,3
5595,432,5
3478,211,5
1549,822,4
5339,56,3
5087,38,1
2701,389,3
215,404,5
7541,732,5
1624,346,3
7673,224,5
6410,521,3
7116,262,3
3749,59,1
9564,202,3
970,387,4
8286,875,2
3497,908,2
1058,282,4
6248,514,5
9094,3,5
3557,222,2
2516,555,3
8702,377,5
686,957,2
1823,856,3
51,601,4
7341,834,3
7207,389,2
7975,696,2
48,98,5
5078,981,2
5937,206,5
635,632,3
5532,649,4
819,529,1
9604,929,2
5353,182,3
7951,222,1
3131,7,2
8509,385,2
3400,946,2
8406,15,1
9030,835,2
4036,649,4
5754,937,3
2798,995,3
8383,87,5
3352,949,5
8687,764,3
3712,51,5
1895,580,4
123,980,2
1641,258,5
4959,416,2
7057,296,2
5687,665,5
1488,897,1
8946,276,3
90,924,5
409,621,3
6656,763,5
8812,295,1
8777,295,4
628,448,1
2417,953,3
3885,72,3
160,46,4
3504,831,2
7224,716,1
2975,767,3
1557,427,4
3000,744,5
8781,53,4
9495,608,3
303,179,5
902,581,3
3226,71,4
6902,769,2
6355,10,4
2255,103,1
862,706,5
9977,209,5
2198,668,1
9371,606,4
5091,480,4
7366,449,3
9831,680,3
5978,155,3
2354,676,3
7392,806,3
40,50,3
7993,775,4
1409,87,3
5962,548,1
630,307,5
336,780,4
1716,197,3
8746,660,3
6771,213,5
4460,509,5
5395,333,1
4042,577,2
5579,992,4
2568,295,5
9156,746,1
1727,74,4
1730,350,5
7457,831,2
8563,451,4
2369,982,3
6276,486,3
2986,678,3
8038,582,4
9124,560,3
5031,157,4
915,170,2
4085,30,2
6447,404,2
208,240,1
1398,884,2
1294,523,4
2743,864,3
8659,105,4
5856,78,1
8432,285,2
7649,576,1
7194,129,4
4133,1000,4
1418,606,2
4562,519,5
1954,863,3
3392,252,1
6517,147,5
8213,47,1
4390,830,1
7744,927,2
6107,36,2
382,831,2
8954,991,4
7892,979,1
3530,833,4
2144,856,5
6708,251,2
1223,569,3
1193,332,4
2682,664,4
2514,720,3
1899,187,4
9697,102,1
6539,235,5
9049,146,1
2447,593,3
5698,629,1
6021,387,3
462,799,4
380,665,3
8945,63,4
21,305,3
83,129,5
7027,964,3
9266,631,5
2899,198,2
1076,102,1
840,83,2
1532,279,3
3931,198,3
1951,80,5
7624,791,5
3880,495,2
4188,426,3
5878,547,2
5320,161,2
3931,907,3
4195,923,3
4961,974,5
525,802,3
7743,579,5
6935,129,1
6713,860,1
354,4,1
4285,554,5
9505,988,4
1179,940,3
7022,548,3
60,736,1
6310,717,2
1947,439,1
8575,224,3
7902,535,2
3148,958,4
9990,290,2
1907,316,4
8988,984,3
7671,386,2
9114,55,4
5099,747,3
3676,317,5
2297,526,5
7430,422,3
7437,626,2
17,675,4
8717,775,5
7711,853,5
1992,613,1
9733,797,4
9734,262,2
6275,259,2
132,76,4
9531,498,2
6139,936,1
2003,801,1
8333,100,2
1266,676,2
2332,721,4
1622,268,1
2552,894,5
2756,5,4
4826,296,1
9959,433,3
9476,732,3
4524,124,1
7264,285,3
712,929,2
5623,655,1
9937,850,3
1205,226,3
8754,441,2
7391,150,2
3116,531,5
6129,791,3
6064,28,2
8223,529,3
787,772,3
3622,357,1
1825,560,2
67,706,4
5247,850,3
1895,190,4
6518,288,4
2328,144,5
2277,505,2
1776,403,2
4702,832,5
2559,401,4
2541,759,4
7187,472,3
2258,695,3
6489,749,4
9576,344,2
4393,263,2
2575,224,2
1726,211,3
4744,977,3
2748,242,1
1927,737,1
3967,733,5
3277,393,4
7173,211,3
3356,313,2
5116,28,4
3629,10,2
6875,448,2
6630,13,5
8708,793,5
7512,239,2
726,284,5
4623,394,5
594,39,5
1854,826,5
5420,39,3
62,45,5
7500,497,1
4463,603,2
5266,921,3
9215,747,2
6939,887,2
6672,717,2
6377,898,2
8575,505,4
4222,551,5
9106,846,2
287,581,1
2764,992,2
5329,327,4
9119,34,5
143,67,3
3811,724,3
1892,671,1
2093,594,2
1691,221,5
9075,337,2
773,932,5
3738,515,3
2762,287,3
347,325,2
8345,82,2
2703,194,3
7505,688,3
8551,271,3
1814,825,1
1221,932,2
838,751,4
6755,653,5
1272,361,2
8448,482,5
7772,841,1
3077,994,3
7876,269,2
1314,763,2
5172,920,5
8560,262,3
1175,678,3
4008,513,4
8803,544,4
1019,82,2
8824,263,5
1801,276,3
4412,809,2
8937,989,3
9146,708,3
4737,232,2
8385,253,1
1254,574,4
5155,112,3
4257,135,5
4918,828,1
3627,635,5
4768,380,4
5000,14,3
5974,190,1
805,596,2
5305,297,4
4955,838,2
5703,236,3
1224,205,1
3692,984,3
6902,797,4
6951,333,5
8542,256,5
7468,164,3
2119,864,1
4800,4,1
7783,874,2
5735,371,3
1012,578,4
3986,546,4
9020,340,1
5936,540,1
6053,732,1
6458,902,1
7674,764,3
9693,182,3
689,332,1
7826,331,3
4162,563,1
5522,371,3
3540,895,2
6665,920,2
4681,382,5
9081,523,2
4861,163,2
889,418,2
1765,812,1
9502,90,3
1015,61,1
3865,559,4
9216,68,5
7699,942,5
7117,387,4
9436,72,1
1114,75,1
6243,238,5
3254,795,4
4558,762,5
2833,999,4
4971,145,2
256,785,4
1084,376,2
7706,649,1
6709,457,4
3831,612,1
5583,71,2
9844,51,1
4876,7,3
5304,551,5
6892,621,2
1491,180,5
4986,349,4
1196,180,4
170,529,5
2919,931,4
4208,806,1
2123,310,4
5534,983,5
6184,14,1
770,628,5
3263,356,3
6686,611,4
8244,231,2
7281,610,1
982,56,4
4351,517,2
9118,348,1
7552,821,4
2748,605,4
8897,457,5
2990,566,3
3423,701,5
6862,758,4
6478,574,4
1410,382,4
3575,305,2
2264,720,3
6379,754,2
2949,540,4
3924,689,3
1379,916,4
4960,651,3
2834,475,3
1442,907,1
5244,813,1
4553,384,5
8587,25,3
8958,632,5
4545,386,3
7483,55,4
5493,888,5
2789,986,4
7626,15,3
1438,794,2
6274,577,1
8155,67,1
9495,580,5
7496,387,3
570,210,2
652,710,2
5811,314,5
6619,116,4
5165,949,5
1852,720,5
9237,13,4
4443,759,2
7885,581,2
5750,844,5
9439,166,2
2364,567,3
9059,986,3
5251,348,2
3701,686,3
627,474,3
7065,252,2
4354,453,4
756,939,2
1243,3,4
9555,489,4
3923,741,1
236,77,2
9140,108,3
2846,895,5
8157,741,2
9484,403,2
7450,293,4
4108,284,1
299,442,3
3209,526,4
78,762,3
3344,204,2
3019,770,4
5216,451,4
3386,755,5
3714,593,5
6107,440,2
192,177,4
3088,19,5
9500,531,5
375,206,2
8847,400,3
30,733,2
576,352,4
1928,974,3
9211,676,4
1499,810,1
1134,19,2
8431,690,4
1121,532,2
1592,766,2
8918,479,3
4164,337,3
4991,691,3
6727,240,2
558,610,3
3824,550,2
972,125,2
9343,181,4
7005,1,4
1041,776,5
6185,678,2
920,717,5
9299,540,3
5754,893,5
5428,542,3
253,153,3
2922,862,5
6202,745,3
7159,142,2
8692,522,1
8401,309,3
24,1000,2
1535,806,3
5375,111,3
5106,770,4
6420,303,5
5567,836,4
2271,197,5
5688,539,4
2770,476,5
7148,474,5
4522,556,2
1649,996,2
9646,781,4
8628,232,5
1964,512,2
2587,185,4
4205,243,1
2602,123,1
7220,660,1
8248,717,5
2951,688,1
6591,793,3
5536,77,2
5395,745,5
3753,30,4
8850,228,3
203,279,5
2358,21,3
7291,456,5
3474,780,1
226,777,5
6917,24,3
9941,730,5
9936,684,2
6537,828,3
8849,702,2
2036,17,4
9977,638,4
7536,665,5
5641,169,4
8177,462,5
7134,757,2
1225,338,2
9085,863,4
3456,572,5
7194,598,2
1101,173,3
6108,854,3
5692,425,1
3764,989,4
5698,296,4
7167,350,1
5604,448,3
4653,921,2
2670,892,4
3192,138,4
4540,570,3
5950,104,4
1335,303,1
6105,790,4
4511,360,4
9339,476,2
2961,895,1
7726,147,1
9900,248,1
4085,117,4
1024,237,3
4360,239,3
1958,154,4
2028,513,4
8383,13,3
3920,614,3
3492,961,2
9961,751,3
4852,104,1
8882,481,2
2271,536,1
1989,186,1
4488,816,2
1335,545,3
3872,659,2
7297,732,1
3560,855,2
827,588,4
1232,106,1
1461,839,2
3807,607,2
387,848,4
9610,610,3
438,297,1
5442,885,1
6720,354,4
8333,37,2
520,453,2
7929,400,2
8525,783,1
3349,545,1
2231,1,3
8488,108,5
9240,461,1
5973,499,3
2662,610,1
4419,325,3
2228,776,1
8104,712,2
7342,538,1
5061,600,4
5666,928,4
533,830,3
5964,357,2
8508,11,2
875,987,4
9303,546,3
4827,469,4
3506,45,5
9461,153,3
4283,555,5
2230,595,1
8041,904,1
6788,220,5
6573,317,2
9555,40,5
8122,71,2
6651,536,2
4768,630,2
3881,215,4
9599,165,3
273,750,1
5271,225,1
729,902,5
7886,447,5
503,313,1
7926,281,1
2678,567,1
8489,54,5
3912,558,5
9089,244,1
3159,349,2
8005,906,4
5306,56,2
6154,905,4
5743,730,5
6264,154,5
2119,127,5
306,746,4
8605,412,5
9942,344,4
5582,645,4
9120,859,5
5442,845,4
5842,585,3
8456,116,4
3165,154,3
2431,162,4
8336,44,4
5491,225,5
8744,179,4
4560,530,2
2519,809,3
6980,613,1
6039,363,4
7516,502,2
5650,778,2
6912,673,2
400,559,4
1614,275,1
179,9,1
1124,535,5
6713,574,1
3734,245,1
5946,442,3
8078,669,3
6789,489,5
4738,898,3
8756,877,5
4305,320,2
2035,68,2
4421,592,1
7262,842,3
7801,231,1
2533,336,5
8817,682,4
6260,419,3
3472,891,3
309,310,1
2121,683,2
8396,17,2
4434,989,3
9998,355,4
5869,10,4
7629,433,2
2987,790,4
800,588,5
2814,548,1
2675,315,1
9504,890,1
4525,22,3
2088,320,4
8171,610,4
5679,858,5
8893,904,3
8217,28,3
4672,314,5
6058,440,2
6965,787,1
329,494,1
2278,157,2
3316,23,2
844,305,1
5437,655,1
3136,954,4
4811,527,2
7124,13,3
5648,159,5
4119,672,5
3985,295,2
8184,331,2
3310,581,2
8394,853,2
9943,142,3
9151,257,1
289,120,2
7015,669,2
9924,580,4
1452,578,4
8831,356,4
4527,949,2
6329,171,5
93,769,1
7856,487,1
1694,283,5
2162,383,5
3965,385,1
7948,560,4
8453,874,4
8725,422,4
6217,30,5
4512,713,4
2931,700,1
3138,37,2
3873,104,5
965,692,1
1390,9,5
6675,961,5
6728,879,2
9424,264,5
4441,923,4
7513,570,2
6115,615,3
4177,234,1
5134,374,4
3674,233,3
9176,573,3
6840,468,4
4953,858,4
2436,808,1
1596,267,4
2981,314,1
3952,244,3
573,324,2
8833,129,1
4561,939,1
5736,750,4
2374,244,2
5354,806,3
6584,110,1
3690,631,1
1457,807,4
3169,837,2
3967,574,2
9233,842,5
9961,419,5
740,889,5
8428,428,2
8177,250,3
1817,745,5
9350,63,5
9018,996,4
9045,562,4
1624,925,4
1036,333,5
5249,972,3
9460,826,3
918,232,2
6968,276,2
5962,882,5
4201,110,4
7909,883,4
7121,745,5
9584,788,4
6508,255,4
7690,918,2
9475,325,1
7187,286,4
9546,933,4
2539,202,4
4572,24,1
540,908,2
9067,85,2
8174,701,3
1359,82,3
484,618,2
2588,432,1
1004,460,1
5525,537,1
6450,205,4
2735,58,4
1558,378,3
8888,415,1
2609,36,5
9192,803,3
6069,221,2
1793,392,1
7630,472,2
5799,912,4
779,675,2
1379,715,2
5526,714,4
7869,862,1
4025,750,1
3464,350,4
5625,982,1
5478,755,2
5593,683,1
2920,104,4
3747,8,3
6285,78,2
504,795,5
1702,255,1
856,562,1
6487,2,5
9094,468,5
6955,252,4
6782,820,1
9943,507,4
7999,344,1
8348,481,3
9571,734,2
9665,434,1
1193,953,4
1605,25,4
1280,266,2
7807,139,4
6673,829,1
8442,436,1
5047,865,4
8092,853,1
3593,128,2
7001,394,1
2510,317,2
9890,710,5
4166,502,4
5512,163,4
8695,496,5
1239,500,5
3165,650,3
1992,756,1
9315,220,5
1483,517,1
8925,344,1
9772,869,3
9348,39,4
1685,842,3
6005,961,3
1433,854,3
8720,166,5
2042,73,4
6463,640,5
6278,707,5
4999,855,3
6126,905,4
3088,746,2
8730,951,5
1750,469,3
5661,480,3
7193,969,4
3568,112,4
6242,638,5
2878,695,1
5072,608,4
3599,799,1
3753,649,4
4655,866,5
3061,925,4
7290,894,3
9431,335,4
2732,720,5
7130,763,4
1595,132,1
94,157,5
5007,837,5
7141,493,4
7649,635,1
6516,310,4
3163,361,2
1863,328,4
5027,550,2
6519,315,1
3277,50,5
5404,683,2
4610,265,2
3775,324,5
9298,197,1
2693,348,1
8185,770,3
1444,187,2
6586,784,5
8047,826,4
1793,975,3
1635,813,1
9856,755,5
2299,347,2
5261,758,1
4332,338,3
5185,781,3
7355,143,3
9950,861,4
221,23,1
6059,803,4
3211,469,1
2814,48,5
3669,154,5
3693,3,4
7620,542,1
1184,72,2
9291,391,1
9028,454,4
7809,478,1
9791,476,3
7756,39,5
2604,10,2
3340,593,2
1037,667,1
9768,338,1
7442,137,5
9074,717,1
709,715,1
6671,80,1
9371,479,3
2112,701,4
9918,400,5
8868,996,3
32,265,3
5237,859,3
7100,891,1
5450,724,2
4961,484,3
9285,409,2
6060,651,3
2486,458,2
7530,558,2
6318,171,4
8526,906,4
2399,750,3
6625,497,5
2428,330,5
1396,474,2
1613,765,3
928,971,3
5427,687,3
2130,480,3
9813,145,3
4544,63,2
2414,850,4
3911,278,2
1568,801,3
3299,551,5
7318,466,1
9276,895,2
5637,847,1
940,598,4
1956,942,1
3444,190,4
7200,151,1
1714,289,4
6898,351,2
7555,438,2
8418,248,3
6371,538,3
1538,863,2
5428,634,3
6321,454,1
8145,538,1
9998,51,2
5070,560,2
745,517,1
5789,807,4
8832,39,2
9783,730,1
9864,893,4
4090,439,2
4778,946,4
9400,326,5
3671,207,2
892,83,3
7038,338,2
2483,489,2
5523,499,5
9575,278,2
514,323,4
5587,780,3
4301,512,3
8569,668,3
7212,515,4
576,392,4
4539,265,5
9046,741,5
9054,931,3
1860,153,2
10,284,1
7209,796,4
9816,254,5
7317,963,2
3499,785,5
7213,38,5
7439,204,1
6790,632,5
7032,940,5
5826,630,3
10,977,3
7500,293,3
5659,816,4
8546,385,5
5792,421,4
8992,478,4
2478,808,4
1642,81,5
9000,583,1
362,866,1
2908,8,2
1632,52,4
9244,587,5
3581,239,4
3013,212,5
1886,823,5
8139,74,2
6744,529,2
6552,108,3
13,729,1
3967,296,5
1724,475,3
7261,376,3
1963,720,1
7001,365,3
5063,722,1
8531,108,4
3580,586,4
6212,476,4
6233,919,3
4139,358,5
9527,554,2
2062,799,5
540,858,1
9054,572,3
9348,129,5
4176,463,1
9364,135,1
9858,853,4
7040,177,1
3472,479,3
3241,206,2
4222,155,1
3910,773,1
4473,62,1
6107,949,2
3556,734,2
1714,988,4
5501,940,4
4549,436,5
2862,360,2
3933,82,4
7851,853,1
2333,292,5
3616,815,4
6536,517,3
9133,235,1
224,795,4
337,649,1
4917,726,5
5869,273,4
6916,23,1
4738,847,4
8456,853,4
6984,605,1
7250,28,5
3753,141,1
252,308,3
736,224,4
5545,123,3
5806,151,3
5538,746,1
8136,766,3
4784,12,3
9751,175,4
8036,936,2
3371,196,2
7871,107,4
1469,553,4
9741,682,2
8908,298,3
5824,926,3
5168,489,2
4008,915,3
7900,373,3
9150,818,1
8778,543,3
3623,187,4
7383,871,1
7609,132,1
4065,221,3
3675,693,4
8192,805,4
9847,669,2
1462,426,3
7200,823,1
3085,188,1
7523,689,3
7340,54,3
6647,650,3
679,771,4
2626,594,5
1427,321,4
4130,108,1
2168,985,1
846,477,2
8728,898,2
1011,634,1
6608,992,1
2176,420,4
1036,749,5
2444,741,1
8475,367,4
2250,124,1
6800,533,4
8755,318,5
7521,745,1
7865,4,4
3760,47,5
9768,195,3
2270,865,1
2741,530,1
6676,616,4
1754,113,4
8785,433,3
653,937,1
6658,304,2
5358,748,1
3030,522,5
2779,980,2
2309,80,4
8227,249,4
4446,481,5
4133,796,1
8749,542,3
9720,644,5
3418,791,5
5494,852,1
93,466,4
6476,421,2
8199,824,3
2429,374,3
1414,832,3
8807,125,2
3022,687,5
1784,775,4
9581,245,4
1341,80,1
5094,747,3
86,79,5
4384,261,2
3767,889,4
8457,549,5
4116,124,5
1366,479,5
2310,979,3
1089,955,1
5947,572,5
4886,773,2
8404,541,4
6188,759,1
7677,599,5
9535,112,3
7024,361,5
7621,772,3
9189,887,4
4624,734,4
3781,780,1
7328,512,2
3553,867,4
5825,296,4
5845,493,3
861,40,1
5750,433,2
8582,321,2
1564,757,1
7592,635,2
4331,647,4
4636,911,4
5571,157,3
4957,376,3
5974,226,5
2561,779,5
2762,459,5
182,190,5
4228,190,3
9876,975,4
3656,560,5
6954,517,5
7617,146,1
7372,874,3
7187,747,1
4216,951,1
7175,98,3
9331,451,1
8868,268,5
1139,57,2
9933,688,3
6870,819,1
2154,83,1
2279,485,3
7377,840,2
7424,678,4
7780,603,3
3964,743,3
9022,747,5
2081,153,3
6910,13,1
3010,98,2
6471,176,5
4324,64,1
8299,81,1
258,946,5
6315,110,1
1192,287,4
7243,867,1
9074,255,3
8080,12,2
9509,725,2
3398,953,3
9460,664,2
9955,878,2
745,643,5
5263,794,5
9130,25,1
3889,585,4
3569,933,1
3557,448,5
1440,659,3
42,976,5
1556,396,5
2492,979,1
9259,155,2
3510,433,4
3156,364,1
7378,363,5
4699,585,2
2742,724,5
8922,917,1
3905,602,2
2834,869,4
2050,882,1
8320,227,4
7903,611,1
8175,281,1
383,444,2
6646,928,5
5161,257,3
80,540,5
7239,273,3
5484,855,5
7947,24,3
8847,223,3
5335,910,4
7648,31,2
3143,375,4
3317,394,4
4387,651,3
9126,250,4
2020,772,2
2774,969,1
7548,150,2
9015,523,5
5462,11,3
631,4,3
8925,585,4
6932,663,1
6215,985,1
5049,356,3
1002,693,5
28,153,4
8554,417,4
8682,756,4
4582,439,3
7282,326,5
2134,992,4
9959,378,2
5027,37,5
8077,578,1
5788,843,1
6834,719,3
6258,853,1
1091,336,5
2923,230,2
2130,488,5
9413,989,5
6263,128,1
5596,698,4
994,7,5
5663,919,3
4332,632,4
4540,343,2
6068,616,5
7455,538,4
5717,197,5
1561,902,3
4674,108,2
5065,937,2
3111,590,1
3546,726,3
286,526,2
7377,127,5
3954,332,4
4570,991,5
214,345,5
272,762,5
2433,797,4
9541,731,3
8533,21,1
5496,921,5
8971,496,1
2681,215,5
37,991,4
8312,151,3
3123,520,5
368,262,2
922,312,2
263,650,5
8457,742,5
5616,194,3
4216,175,4
3847,940,4
7167,21,3
1804,989,1
3611,980,1
353,798,2
8759,528,1
181,59,1
9919,902,5
9774,365,4
7098,902,4
4998,848,4
302,764,1
5838,268,1
2564,34,3
1775,638,2
8793,809,3
5851,445,5
4619,375,2
6627,933,1
2855,279,5
6863,972,3
7453,725,5
451,226,3
8821,553,3
3240,943,2
907,585,2
3612,689,3
8723,830,4
284,97,4
8046,304,5
7461,405,3
2420,744,4
9809,34,1
5888,451,3
7975,310,3
6220,347,3
8151,612,4
5131,663,1
741,619,5
4046,750,1
752,951,4
9026,642,3
5663,368,4
9042,996,3
9120,438,5
9964,285,4
3755,234,4
312,761,2
2155,692,2
2595,333,5
3251,75,3
1444,302,1
5045,202,3
3655,949,2
4277,640,3
4905,27,5
5431,400,3
421,638,1
9317,877,4
2200,723,1
1631,210,1
6000,541,5
6523,934,3
3453,250,5
1497,781,3
892,5,2
796,530,1
9988,155,3
8318,742,5
8765,687,4
1018,401,4
1511,31,4
5096,200,3
4921,192,5
4788,248,5
1826,154,3
3674,414,5
7447,203,2
8166,24,4
7871,285,4
8585,933,2
1873,643,5
9580,19,2
1385,892,1
5963,372,5
7049,721,3
3588,801,1
5211,610,1
7201,542,1
9051,165,5
6800,325,4
4796,717,4
1402,400,5
9058,688,5
1009,649,5
8944,158,4
3185,670,5
4950,104,4
71,699,3
4698,416,3
3638,375,4
7465,946,1
8371,982,1
5037,103,1
2429,894,3
2354,329,5
1966,525,3
2857,345,3
7661,471,3
2994,249,5
7623,600,2
6764,766,5
537,819,4
4403,753,1
9850,517,5
4551,78,4
8635,720,3
4962,232,3
3811,799,2
1142,89,2
8937,766,4
3284,519,5
7986,736,2
8697,630,1
3895,184,4
4213,49,4
7607,668,4
7222,414,3
89,911,4
5089,753,1
4325,169,5
1531,910,5
8610,207,2
7636,221,4
8230,871,4
9803,707,3
3480,232,3
6255,670,1
6478,796,2
8773,746,4
5725,357,4
7105,648,1
8508,107,2
5804,574,4
1740,8,4
2002,16,3
5525,196,2
176,179,3
3797,905,1
2357,58,1
6296,304,3
1852,71,1
5819,453,1
5473,813,2
7663,225,1
8066,805,2
5664,828,4
8625,286,4
5439,750,2
4058,825,1
9358,93,3
6156,582,4
5207,226,3
1564,299,5
2684,361,4
1933,508,5
6556,696,5
1804,637,1
1786,660,4
63,269,4
1908,269,1
4456,136,2
3624,374,4
9089,415,5
6296,780,5
8377,301,4
7204,321,3
1791,463,5
3221,307,1
8236,641,4
3422,562,1
6670,614,5
1604,710,3
3332,506,2
3568,118,3
7433,733,5
3245,595,5
5149,151,5
4343,524,2
9066,516,4
5042,281,1
3581,838,3
1847,378,3
2861,914,5
409,795,4
8235,549,1
3943,378,3
5540,188,1
4181,718,3
2024,543,4
5636,760,2
7763,410,5
4930,532,2
6566,26,3
135,764,4
9660,441,2
2283,726,5
4886,974,3
9626,891,5
1563,657,1
1289,459,4
9689,332,5
7953,433,4
5549,317,1
6859,782,2
4684,291,1
8406,22,4
2073,995,5
6241,542,5
9703,380,3
4261,580,3
4860,795,5
3059,291,2
3661,392,3
1389,681,4
2652,140,1
7220,208,1
7912,776,2
9104,592,2
8506,30,5
8013,386,3
411,493,1
7346,871,2
4866,476,4
9413,678,5
1025,52,5
3950,629,2
551,163,2
3191,286,1
3609,584,2
2103,192,4
9478,922,1
571,797,2
956,538,5
823,385,3
8403,395,2
247,728,2
7309,938,4
9994,16,5
7840,116,3
4894,794,1
6705,825,4
6520,705,1
8532,268,2
3193,337,4
9235,721,2
3832,899,1
4585,88,2
2249,464,4
3016,692,1
9433,88,1
6899,28,4
5213,513,5
3146,905,2
473,778,4
5072,545,2
9579,6,4
4664,512,5
5498,302,1
5753,466,5
2403,742,1
8121,212,1
2334,599,1
6884,534,4
368,429,2
9606,899,5
5476,12,2
9012,644,2
3592,807,4
6638,900,5
6158,454,2
8288,771,1
1479,898,5
6398,609,2
8300,136,4
8202,744,2
7175,121,5
7293,749,2
3550,127,2
1000,944,5
6427,827,1
6772,239,2
5432,30,5
5774,732,1
28,216,5
8730,902,5
6236,233,4
3378,572,2
6706,13,4
1231,368,4
3070,907,4
4143,673,1
5190,353,4
5570,82,1
1898,626,3
3946,363,4
7015,8,2
9125,54,1
817,322,5
3901,589,3
2654,759,5
1166,804,1
7568,385,3
3325,597,3
6125,327,5
259,94,5
2448,855,1
6708,668,4
4699,206,4
459,822,4
2060,233,3
3462,897,4
9529,760,3
495,462,1
2260,257,1
2177,660,2
2451,299,1
8774,665,2
7930,690,2
2052,976,1
5351,345,2
1957,798,5
3549,851,2
7333,38,2
8290,538,5
4867,998,4
6377,479,3
6934,989,1
121,250,2
7310,392,3
587,446,4
5621,488,1
3346,536,2
982,250,2
7733,206,5
8914,835,1
4352,656,1
3833,864,3
9600,219,3
528,682,2
5483,755,1
3682,784,4
4611,207,5
9132,514,1
